topic,level,name,year,group,estimate,moe,share,sharemoe
total_pop,6_town,Deep River,2023,total_pop,4432,21,NA,NA
total_pop,6_town,Durham,2023,total_pop,7182,26,NA,NA
total_pop,6_town,East Haddam,2023,total_pop,8934,26,NA,NA
total_pop,6_town,East Hampton,2023,total_pop,12834,28,NA,NA
total_pop,6_town,Essex,2023,total_pop,6766,20,NA,NA
total_pop,6_town,Haddam,2023,total_pop,8562,27,NA,NA
total_pop,6_town,Killingworth,2023,total_pop,6219,16,NA,NA
total_pop,6_town,Lyme,2023,total_pop,2356,337,NA,NA
total_pop,6_town,Middlefield,2023,total_pop,4236,26,NA,NA
total_pop,6_town,Middletown,2023,total_pop,47646,70,NA,NA
total_pop,6_town,Old Lyme,2023,total_pop,7644,50,NA,NA
total_pop,6_town,Old Saybrook,2023,total_pop,10515,22,NA,NA
total_pop,6_town,Portland,2023,total_pop,9421,38,NA,NA
total_pop,6_town,Westbrook,2023,total_pop,6832,18,NA,NA
total_pop,6_town,Ansonia,2023,total_pop,18951,35,NA,NA
total_pop,6_town,Beacon Falls,2023,total_pop,6089,17,NA,NA
total_pop,6_town,Bethlehem,2023,total_pop,3398,36,NA,NA
total_pop,6_town,Bristol,2023,total_pop,61129,53,NA,NA
total_pop,6_town,Cheshire,2023,total_pop,28852,28,NA,NA
total_pop,6_town,Derby,2023,total_pop,12359,31,NA,NA
total_pop,6_town,Middlebury,2023,total_pop,7736,20,NA,NA
total_pop,6_town,Naugatuck,2023,total_pop,31634,31,NA,NA
total_pop,6_town,Oxford,2023,total_pop,12870,22,NA,NA
total_pop,6_town,Plymouth,2023,total_pop,11715,27,NA,NA
total_pop,6_town,Prospect,2023,total_pop,9414,33,NA,NA
total_pop,6_town,Seymour,2023,total_pop,16799,32,NA,NA
total_pop,6_town,Shelton,2023,total_pop,41402,61,NA,NA
total_pop,6_town,Southbury,2023,total_pop,19973,41,NA,NA
total_pop,6_town,Thomaston,2023,total_pop,7476,19,NA,NA
total_pop,6_town,Waterbury,2023,total_pop,114356,39,NA,NA
total_pop,6_town,Watertown,2023,total_pop,22171,25,NA,NA
total_pop,6_town,Wolcott,2023,total_pop,16192,24,NA,NA
total_pop,6_town,Woodbury,2023,total_pop,9787,23,NA,NA
total_pop,6_town,Ashford,2023,total_pop,4220,39,NA,NA
total_pop,6_town,Brooklyn,2023,total_pop,8456,18,NA,NA
total_pop,6_town,Canterbury,2023,total_pop,5082,23,NA,NA
total_pop,6_town,Chaplin,2023,total_pop,2168,250,NA,NA
total_pop,6_town,Eastford,2023,total_pop,1616,168,NA,NA
total_pop,6_town,Hampton,2023,total_pop,1628,172,NA,NA
total_pop,6_town,Killingly,2023,total_pop,17785,22,NA,NA
total_pop,6_town,Plainfield,2023,total_pop,15079,25,NA,NA
total_pop,6_town,Pomfret,2023,total_pop,4294,24,NA,NA
total_pop,6_town,Putnam,2023,total_pop,9256,35,NA,NA
total_pop,6_town,Scotland,2023,total_pop,1524,233,NA,NA
total_pop,6_town,Sterling,2023,total_pop,3601,27,NA,NA
total_pop,6_town,Thompson,2023,total_pop,9275,22,NA,NA
total_pop,6_town,Union,2023,total_pop,991,134,NA,NA
total_pop,6_town,Voluntown,2023,total_pop,2587,19,NA,NA
total_pop,6_town,Woodstock,2023,total_pop,8267,16,NA,NA
total_pop,6_town,Barkhamsted,2023,total_pop,3652,22,NA,NA
total_pop,6_town,Burlington,2023,total_pop,9613,19,NA,NA
total_pop,6_town,Canaan,2023,total_pop,1140,195,NA,NA
total_pop,6_town,Colebrook,2023,total_pop,1463,151,NA,NA
total_pop,6_town,Cornwall,2023,total_pop,1438,178,NA,NA
total_pop,6_town,Goshen,2023,total_pop,3181,17,NA,NA
total_pop,6_town,Hartland,2023,total_pop,1881,163,NA,NA
total_pop,6_town,Harwinton,2023,total_pop,5529,23,NA,NA
total_pop,6_town,Kent,2023,total_pop,3041,16,NA,NA
total_pop,6_town,Litchfield,2023,total_pop,8249,31,NA,NA
total_pop,6_town,Morris,2023,total_pop,2100,243,NA,NA
total_pop,6_town,New Hartford,2023,total_pop,6684,15,NA,NA
total_pop,6_town,Norfolk,2023,total_pop,1732,199,NA,NA
total_pop,6_town,North Canaan,2023,total_pop,3200,30,NA,NA
total_pop,6_town,Roxbury,2023,total_pop,2184,237,NA,NA
total_pop,6_town,Salisbury,2023,total_pop,4206,19,NA,NA
total_pop,6_town,Sharon,2023,total_pop,2710,14,NA,NA
total_pop,6_town,Torrington,2023,total_pop,35481,28,NA,NA
total_pop,6_town,Warren,2023,total_pop,1474,216,NA,NA
total_pop,6_town,Washington,2023,total_pop,3648,22,NA,NA
total_pop,6_town,Winchester,2023,total_pop,10242,19,NA,NA
total_pop,6_town,Bethany,2023,total_pop,5280,22,NA,NA
total_pop,6_town,Branford,2023,total_pop,28090,31,NA,NA
total_pop,6_town,East Haven,2023,total_pop,27729,36,NA,NA
total_pop,6_town,Guilford,2023,total_pop,22037,31,NA,NA
total_pop,6_town,Hamden,2023,total_pop,60297,57,NA,NA
total_pop,6_town,Madison,2023,total_pop,17577,41,NA,NA
total_pop,6_town,Meriden,2023,total_pop,60418,37,NA,NA
total_pop,6_town,Milford,2023,total_pop,52340,79,NA,NA
total_pop,6_town,New Haven,2023,total_pop,132893,76,NA,NA
total_pop,6_town,North Branford,2023,total_pop,13487,26,NA,NA
total_pop,6_town,North Haven,2023,total_pop,24177,37,NA,NA
total_pop,6_town,Orange,2023,total_pop,14251,26,NA,NA
total_pop,6_town,Wallingford,2023,total_pop,44039,36,NA,NA
total_pop,6_town,West Haven,2023,total_pop,55147,41,NA,NA
total_pop,6_town,Woodbridge,2023,total_pop,9041,20,NA,NA
total_pop,6_town,Bozrah,2023,total_pop,2373,220,NA,NA
total_pop,6_town,Colchester,2023,total_pop,15505,32,NA,NA
total_pop,6_town,East Lyme,2023,total_pop,18638,34,NA,NA
total_pop,6_town,Franklin,2023,total_pop,1925,220,NA,NA
total_pop,6_town,Griswold,2023,total_pop,11484,23,NA,NA
total_pop,6_town,Groton,2023,total_pop,38086,37,NA,NA
total_pop,6_town,Lebanon,2023,total_pop,7137,45,NA,NA
total_pop,6_town,Ledyard,2023,total_pop,15394,27,NA,NA
total_pop,6_town,Lisbon,2023,total_pop,4213,18,NA,NA
total_pop,6_town,Montville,2023,total_pop,18006,37,NA,NA
total_pop,6_town,New London,2023,total_pop,27199,30,NA,NA
total_pop,6_town,North Stonington,2023,total_pop,5154,15,NA,NA
total_pop,6_town,Norwich,2023,total_pop,39992,32,NA,NA
total_pop,6_town,Preston,2023,total_pop,4812,23,NA,NA
total_pop,6_town,Salem,2023,total_pop,4247,18,NA,NA
total_pop,6_town,Sprague,2023,total_pop,2945,48,NA,NA
total_pop,6_town,Stonington,2023,total_pop,18381,35,NA,NA
total_pop,6_town,Waterford,2023,total_pop,19629,34,NA,NA
total_pop,6_town,Windham,2023,total_pop,23905,30,NA,NA
total_pop,6_town,Bethel,2023,total_pop,20498,24,NA,NA
total_pop,6_town,Bridgewater,2023,total_pop,1670,218,NA,NA
total_pop,6_town,Brookfield,2023,total_pop,17490,23,NA,NA
total_pop,6_town,Danbury,2023,total_pop,86086,51,NA,NA
total_pop,6_town,Darien,2023,total_pop,21683,29,NA,NA
total_pop,6_town,Greenwich,2023,total_pop,63505,41,NA,NA
total_pop,6_town,New Canaan,2023,total_pop,20704,29,NA,NA
total_pop,6_town,New Fairfield,2023,total_pop,13558,31,NA,NA
total_pop,6_town,New Milford,2023,total_pop,28161,37,NA,NA
total_pop,6_town,Newtown,2023,total_pop,27384,30,NA,NA
total_pop,6_town,Norwalk,2023,total_pop,91375,43,NA,NA
total_pop,6_town,Redding,2023,total_pop,8756,29,NA,NA
total_pop,6_town,Ridgefield,2023,total_pop,24992,23,NA,NA
total_pop,6_town,Sherman,2023,total_pop,3508,217,NA,NA
total_pop,6_town,Stamford,2023,total_pop,135806,40,NA,NA
total_pop,6_town,Weston,2023,total_pop,10335,37,NA,NA
total_pop,6_town,Westport,2023,total_pop,27282,32,NA,NA
total_pop,6_town,Wilton,2023,total_pop,18439,28,NA,NA
total_pop,upper_legis,State Senate District 1 (2022); Connecticut,NA,total_pop,93940,1985,NA,NA
total_pop,upper_legis,State Senate District 2 (2022); Connecticut,NA,total_pop,95496,1947,NA,NA
total_pop,upper_legis,State Senate District 3 (2022); Connecticut,NA,total_pop,100807,826,NA,NA
total_pop,upper_legis,State Senate District 4 (2022); Connecticut,NA,total_pop,102605,82,NA,NA
total_pop,upper_legis,State Senate District 5 (2022); Connecticut,NA,total_pop,99134,601,NA,NA
total_pop,upper_legis,State Senate District 6 (2022); Connecticut,NA,total_pop,96595,379,NA,NA
total_pop,upper_legis,State Senate District 7 (2022); Connecticut,NA,total_pop,99609,562,NA,NA
total_pop,upper_legis,State Senate District 8 (2022); Connecticut,NA,total_pop,99144,896,NA,NA
total_pop,upper_legis,State Senate District 9 (2022); Connecticut,NA,total_pop,100747,1083,NA,NA
total_pop,upper_legis,State Senate District 10 (2022); Connecticut,NA,total_pop,97806,2669,NA,NA
total_pop,upper_legis,State Senate District 11 (2022); Connecticut,NA,total_pop,93679,2584,NA,NA
total_pop,upper_legis,State Senate District 12 (2022); Connecticut,NA,total_pop,97492,1041,NA,NA
total_pop,upper_legis,State Senate District 13 (2022); Connecticut,NA,total_pop,98090,1318,NA,NA
total_pop,upper_legis,State Senate District 14 (2022); Connecticut,NA,total_pop,94552,1602,NA,NA
total_pop,upper_legis,State Senate District 15 (2022); Connecticut,NA,total_pop,103514,2415,NA,NA
total_pop,upper_legis,State Senate District 16 (2022); Connecticut,NA,total_pop,102265,2054,NA,NA
total_pop,upper_legis,State Senate District 17 (2022); Connecticut,NA,total_pop,100570,1873,NA,NA
total_pop,upper_legis,State Senate District 18 (2022); Connecticut,NA,total_pop,99184,51,NA,NA
total_pop,upper_legis,State Senate District 19 (2022); Connecticut,NA,total_pop,98274,927,NA,NA
total_pop,upper_legis,State Senate District 20 (2022); Connecticut,NA,total_pop,95957,1027,NA,NA
total_pop,upper_legis,State Senate District 21 (2022); Connecticut,NA,total_pop,105997,1277,NA,NA
total_pop,upper_legis,State Senate District 22 (2022); Connecticut,NA,total_pop,104813,2194,NA,NA
total_pop,upper_legis,State Senate District 23 (2022); Connecticut,NA,total_pop,92969,2084,NA,NA
total_pop,upper_legis,State Senate District 24 (2022); Connecticut,NA,total_pop,103454,1102,NA,NA
total_pop,upper_legis,State Senate District 25 (2022); Connecticut,NA,total_pop,102142,738,NA,NA
total_pop,upper_legis,State Senate District 26 (2022); Connecticut,NA,total_pop,101576,1656,NA,NA
total_pop,upper_legis,State Senate District 27 (2022); Connecticut,NA,total_pop,106805,1868,NA,NA
total_pop,upper_legis,State Senate District 28 (2022); Connecticut,NA,total_pop,106530,895,NA,NA
total_pop,upper_legis,State Senate District 29 (2022); Connecticut,NA,total_pop,100767,394,NA,NA
total_pop,upper_legis,State Senate District 30 (2022); Connecticut,NA,total_pop,104629,1260,NA,NA
total_pop,upper_legis,State Senate District 31 (2022); Connecticut,NA,total_pop,99957,301,NA,NA
total_pop,upper_legis,State Senate District 32 (2022); Connecticut,NA,total_pop,104604,1613,NA,NA
total_pop,upper_legis,State Senate District 33 (2022); Connecticut,NA,total_pop,98854,548,NA,NA
total_pop,upper_legis,State Senate District 34 (2022); Connecticut,NA,total_pop,95690,983,NA,NA
total_pop,upper_legis,State Senate District 35 (2022); Connecticut,NA,total_pop,97517,810,NA,NA
total_pop,upper_legis,State Senate District 36 (2022); Connecticut,NA,total_pop,102584,1529,NA,NA
total_pop,lower_legis,State House District 1 (2022); Connecticut,NA,total_pop,21546,1506,NA,NA
total_pop,lower_legis,State House District 2 (2022); Connecticut,NA,total_pop,24435,1102,NA,NA
total_pop,lower_legis,State House District 3 (2022); Connecticut,NA,total_pop,23200,1410,NA,NA
total_pop,lower_legis,State House District 4 (2022); Connecticut,NA,total_pop,23061,1405,NA,NA
total_pop,lower_legis,State House District 5 (2022); Connecticut,NA,total_pop,25236,1269,NA,NA
total_pop,lower_legis,State House District 6 (2022); Connecticut,NA,total_pop,22905,1855,NA,NA
total_pop,lower_legis,State House District 7 (2022); Connecticut,NA,total_pop,22337,1345,NA,NA
total_pop,lower_legis,State House District 8 (2022); Connecticut,NA,total_pop,23527,754,NA,NA
total_pop,lower_legis,State House District 9 (2022); Connecticut,NA,total_pop,23430,1350,NA,NA
total_pop,lower_legis,State House District 10 (2022); Connecticut,NA,total_pop,22366,1226,NA,NA
total_pop,lower_legis,State House District 11 (2022); Connecticut,NA,total_pop,24923,1526,NA,NA
total_pop,lower_legis,State House District 12 (2022); Connecticut,NA,total_pop,23242,1124,NA,NA
total_pop,lower_legis,State House District 13 (2022); Connecticut,NA,total_pop,22808,1492,NA,NA
total_pop,lower_legis,State House District 14 (2022); Connecticut,NA,total_pop,23455,528,NA,NA
total_pop,lower_legis,State House District 15 (2022); Connecticut,NA,total_pop,23046,262,NA,NA
total_pop,lower_legis,State House District 16 (2022); Connecticut,NA,total_pop,24747,37,NA,NA
total_pop,lower_legis,State House District 17 (2022); Connecticut,NA,total_pop,24446,658,NA,NA
total_pop,lower_legis,State House District 18 (2022); Connecticut,NA,total_pop,25112,1018,NA,NA
total_pop,lower_legis,State House District 19 (2022); Connecticut,NA,total_pop,24402,1105,NA,NA
total_pop,lower_legis,State House District 20 (2022); Connecticut,NA,total_pop,23986,1168,NA,NA
total_pop,lower_legis,State House District 21 (2022); Connecticut,NA,total_pop,24414,506,NA,NA
total_pop,lower_legis,State House District 22 (2022); Connecticut,NA,total_pop,23536,937,NA,NA
total_pop,lower_legis,State House District 23 (2022); Connecticut,NA,total_pop,23523,518,NA,NA
total_pop,lower_legis,State House District 24 (2022); Connecticut,NA,total_pop,24101,1639,NA,NA
total_pop,lower_legis,State House District 25 (2022); Connecticut,NA,total_pop,23050,1564,NA,NA
total_pop,lower_legis,State House District 26 (2022); Connecticut,NA,total_pop,22966,1448,NA,NA
total_pop,lower_legis,State House District 27 (2022); Connecticut,NA,total_pop,24901,1414,NA,NA
total_pop,lower_legis,State House District 28 (2022); Connecticut,NA,total_pop,23966,626,NA,NA
total_pop,lower_legis,State House District 29 (2022); Connecticut,NA,total_pop,23938,632,NA,NA
total_pop,lower_legis,State House District 30 (2022); Connecticut,NA,total_pop,22728,1172,NA,NA
total_pop,lower_legis,State House District 31 (2022); Connecticut,NA,total_pop,25136,937,NA,NA
total_pop,lower_legis,State House District 32 (2022); Connecticut,NA,total_pop,23722,42,NA,NA
total_pop,lower_legis,State House District 33 (2022); Connecticut,NA,total_pop,24403,1049,NA,NA
total_pop,lower_legis,State House District 34 (2022); Connecticut,NA,total_pop,23072,355,NA,NA
total_pop,lower_legis,State House District 35 (2022); Connecticut,NA,total_pop,23360,404,NA,NA
total_pop,lower_legis,State House District 36 (2022); Connecticut,NA,total_pop,23546,342,NA,NA
total_pop,lower_legis,State House District 37 (2022); Connecticut,NA,total_pop,25431,1011,NA,NA
total_pop,lower_legis,State House District 38 (2022); Connecticut,NA,total_pop,24983,909,NA,NA
total_pop,lower_legis,State House District 39 (2022); Connecticut,NA,total_pop,23773,570,NA,NA
total_pop,lower_legis,State House District 40 (2022); Connecticut,NA,total_pop,24519,1142,NA,NA
total_pop,lower_legis,State House District 41 (2022); Connecticut,NA,total_pop,23905,1262,NA,NA
total_pop,lower_legis,State House District 42 (2022); Connecticut,NA,total_pop,23232,732,NA,NA
total_pop,lower_legis,State House District 43 (2022); Connecticut,NA,total_pop,24611,833,NA,NA
total_pop,lower_legis,State House District 44 (2022); Connecticut,NA,total_pop,26774,736,NA,NA
total_pop,lower_legis,State House District 45 (2022); Connecticut,NA,total_pop,24486,878,NA,NA
total_pop,lower_legis,State House District 46 (2022); Connecticut,NA,total_pop,23843,960,NA,NA
total_pop,lower_legis,State House District 47 (2022); Connecticut,NA,total_pop,25235,1143,NA,NA
total_pop,lower_legis,State House District 48 (2022); Connecticut,NA,total_pop,24737,497,NA,NA
total_pop,lower_legis,State House District 49 (2022); Connecticut,NA,total_pop,23905,30,NA,NA
total_pop,lower_legis,State House District 50 (2022); Connecticut,NA,total_pop,24722,1027,NA,NA
total_pop,lower_legis,State House District 51 (2022); Connecticut,NA,total_pop,23459,607,NA,NA
total_pop,lower_legis,State House District 52 (2022); Connecticut,NA,total_pop,26058,542,NA,NA
total_pop,lower_legis,State House District 53 (2022); Connecticut,NA,total_pop,23461,746,NA,NA
total_pop,lower_legis,State House District 54 (2022); Connecticut,NA,total_pop,20451,398,NA,NA
total_pop,lower_legis,State House District 55 (2022); Connecticut,NA,total_pop,24341,673,NA,NA
total_pop,lower_legis,State House District 56 (2022); Connecticut,NA,total_pop,23105,788,NA,NA
total_pop,lower_legis,State House District 57 (2022); Connecticut,NA,total_pop,23841,728,NA,NA
total_pop,lower_legis,State House District 58 (2022); Connecticut,NA,total_pop,22029,1106,NA,NA
total_pop,lower_legis,State House District 59 (2022); Connecticut,NA,total_pop,25600,1337,NA,NA
total_pop,lower_legis,State House District 60 (2022); Connecticut,NA,total_pop,24155,1060,NA,NA
total_pop,lower_legis,State House District 61 (2022); Connecticut,NA,total_pop,25829,623,NA,NA
total_pop,lower_legis,State House District 62 (2022); Connecticut,NA,total_pop,23237,165,NA,NA
total_pop,lower_legis,State House District 63 (2022); Connecticut,NA,total_pop,23115,981,NA,NA
total_pop,lower_legis,State House District 64 (2022); Connecticut,NA,total_pop,24296,303,NA,NA
total_pop,lower_legis,State House District 65 (2022); Connecticut,NA,total_pop,24071,957,NA,NA
total_pop,lower_legis,State House District 66 (2022); Connecticut,NA,total_pop,23347,507,NA,NA
total_pop,lower_legis,State House District 67 (2022); Connecticut,NA,total_pop,23190,771,NA,NA
total_pop,lower_legis,State House District 68 (2022); Connecticut,NA,total_pop,24099,428,NA,NA
total_pop,lower_legis,State House District 69 (2022); Connecticut,NA,total_pop,24067,917,NA,NA
total_pop,lower_legis,State House District 70 (2022); Connecticut,NA,total_pop,23899,1025,NA,NA
total_pop,lower_legis,State House District 71 (2022); Connecticut,NA,total_pop,23023,1387,NA,NA
total_pop,lower_legis,State House District 72 (2022); Connecticut,NA,total_pop,26068,1666,NA,NA
total_pop,lower_legis,State House District 73 (2022); Connecticut,NA,total_pop,22838,1613,NA,NA
total_pop,lower_legis,State House District 74 (2022); Connecticut,NA,total_pop,23495,2008,NA,NA
total_pop,lower_legis,State House District 75 (2022); Connecticut,NA,total_pop,22769,1669,NA,NA
total_pop,lower_legis,State House District 76 (2022); Connecticut,NA,total_pop,24279,428,NA,NA
total_pop,lower_legis,State House District 77 (2022); Connecticut,NA,total_pop,24306,1507,NA,NA
total_pop,lower_legis,State House District 78 (2022); Connecticut,NA,total_pop,24711,1241,NA,NA
total_pop,lower_legis,State House District 79 (2022); Connecticut,NA,total_pop,23827,1407,NA,NA
total_pop,lower_legis,State House District 80 (2022); Connecticut,NA,total_pop,23025,762,NA,NA
total_pop,lower_legis,State House District 81 (2022); Connecticut,NA,total_pop,23745,1057,NA,NA
total_pop,lower_legis,State House District 82 (2022); Connecticut,NA,total_pop,24376,1322,NA,NA
total_pop,lower_legis,State House District 83 (2022); Connecticut,NA,total_pop,24626,1574,NA,NA
total_pop,lower_legis,State House District 84 (2022); Connecticut,NA,total_pop,22093,1222,NA,NA
total_pop,lower_legis,State House District 85 (2022); Connecticut,NA,total_pop,23239,1198,NA,NA
total_pop,lower_legis,State House District 86 (2022); Connecticut,NA,total_pop,22837,841,NA,NA
total_pop,lower_legis,State House District 87 (2022); Connecticut,NA,total_pop,24177,37,NA,NA
total_pop,lower_legis,State House District 88 (2022); Connecticut,NA,total_pop,24030,1292,NA,NA
total_pop,lower_legis,State House District 89 (2022); Connecticut,NA,total_pop,24070,1116,NA,NA
total_pop,lower_legis,State House District 90 (2022); Connecticut,NA,total_pop,23072,1212,NA,NA
total_pop,lower_legis,State House District 91 (2022); Connecticut,NA,total_pop,21696,1262,NA,NA
total_pop,lower_legis,State House District 92 (2022); Connecticut,NA,total_pop,25196,1740,NA,NA
total_pop,lower_legis,State House District 93 (2022); Connecticut,NA,total_pop,23691,1717,NA,NA
total_pop,lower_legis,State House District 94 (2022); Connecticut,NA,total_pop,22855,1818,NA,NA
total_pop,lower_legis,State House District 95 (2022); Connecticut,NA,total_pop,23803,2081,NA,NA
total_pop,lower_legis,State House District 96 (2022); Connecticut,NA,total_pop,23499,1636,NA,NA
total_pop,lower_legis,State House District 97 (2022); Connecticut,NA,total_pop,23109,1567,NA,NA
total_pop,lower_legis,State House District 98 (2022); Connecticut,NA,total_pop,23482,622,NA,NA
total_pop,lower_legis,State House District 99 (2022); Connecticut,NA,total_pop,23703,556,NA,NA
total_pop,lower_legis,State House District 100 (2022); Connecticut,NA,total_pop,23243,1045,NA,NA
total_pop,lower_legis,State House District 101 (2022); Connecticut,NA,total_pop,22839,492,NA,NA
total_pop,lower_legis,State House District 102 (2022); Connecticut,NA,total_pop,23241,462,NA,NA
total_pop,lower_legis,State House District 103 (2022); Connecticut,NA,total_pop,23098,1474,NA,NA
total_pop,lower_legis,State House District 104 (2022); Connecticut,NA,total_pop,24120,591,NA,NA
total_pop,lower_legis,State House District 105 (2022); Connecticut,NA,total_pop,23492,356,NA,NA
total_pop,lower_legis,State House District 106 (2022); Connecticut,NA,total_pop,25556,583,NA,NA
total_pop,lower_legis,State House District 107 (2022); Connecticut,NA,total_pop,24335,757,NA,NA
total_pop,lower_legis,State House District 108 (2022); Connecticut,NA,total_pop,25534,1176,NA,NA
total_pop,lower_legis,State House District 109 (2022); Connecticut,NA,total_pop,23134,1398,NA,NA
total_pop,lower_legis,State House District 110 (2022); Connecticut,NA,total_pop,24419,1577,NA,NA
total_pop,lower_legis,State House District 111 (2022); Connecticut,NA,total_pop,23394,319,NA,NA
total_pop,lower_legis,State House District 112 (2022); Connecticut,NA,total_pop,23990,901,NA,NA
